Clustering results for file  I01_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMENOIDS_6",0.947510094212651,0,0.606972832490658,0,0.963708077842886,0,0.303527482573851,0,7,0
"KMENOIDS_7",0.947846567967699,0,0.595296932709326,0,0.967786890537322,0,0.27845034391205,0,8,0
"KMENOIDS_8",0.950201884253028,0,0.589641319656636,0,0.970371074875805,0,0.265785812522347,0,9,0
"KMENOIDS_9",0.950874831763122,0,0.583231670164665,0,0.971210294160404,0,0.253210146212398,0,10,0
"KMENOIDS_10",0.948183041722746,0,0.582476274693051,0,0.985061601060876,0,0.240030029690158,0,11,0
"DB_0.04_3",0.930349932705249,0,0.759204612736942,0,0.935084964235589,0,0.610094885968169,0,16,0
"DB_0.05_3",0.682032301480485,0,0.554388020945406,0,0.228566272296136,0,0.831228339779728,0,14,0
"DB_0.06_3",0.651749663526245,0,0.53601684837684,0,0.117161891861785,0,0.892142178219813,0,11,0
"DB_0.07_3",0.654441453566622,0,0.542623784062447,0,0.09599993297161,0,0.92243437004252,0,10,0
"DB_0.08_3",0.656460296096904,0,0.545770170418124,0,0.0783742254191632,0,0.943307412698093,0,8,0
"DB_0.09_3",0.657133243606999,0,0.546569734440552,0,0.0750035605217236,0,0.947666710399299,0,7,0
"DB_0.1_3",0.650403768506057,0,0.543367174748454,0,0.0487872066452432,0,0.964055724504488,0,5,0
"DB_0.04_4",0.923956931359354,0,0.756903770997616,0,0.935437532263203,0,0.60571728324258,0,15,0
"DB_0.05_4",0.676985195154778,0,0.552394547018668,0,0.234828848727223,0,0.822066195907081,0,13,0
"DB_0.06_4",0.648721399730821,0,0.536122852898793,0,0.120661044573477,0,0.889251114612316,0,9,0
"DB_0.07_4",0.652422611036339,0,0.542787547458542,0,0.0968538027721945,0,0.921966652752422,0,8,0
"DB_0.08_4",0.656460296096904,0,0.545770170418124,0,0.0783742254191632,0,0.943307412698093,0,8,0
"DB_0.09_4",0.656796769851952,0,0.546565657343554,0,0.0749971786674736,0,0.947659472621088,0,7,0
"DB_0.1_4",0.650067294751009,0,0.543169435544041,0,0.0492857382216291,0,0.963260758576807,0,5,0
"DB_0.04_5",0.919919246298789,0,0.677369574799554,0,0.984325011725969,0,0.417688185283693,0,17,0
"DB_0.05_5",0.671601615074024,0,0.551438920783364,0,0.236328247381989,0,0.818881352851934,0,10,0
"DB_0.06_5",0.645693135935397,0,0.534945251382476,0,0.123457027523153,0,0.884607117853122,0,8,0
"DB_0.07_5",0.649730820995962,0,0.542735904229897,0,0.0967576403177292,0,0.921878169185252,0,6,0
"DB_0.08_5",0.652422611036339,0,0.542429895449643,0,0.0880620532517286,0,0.928817543114053,0,6,0
"DB_0.09_5",0.652759084791386,0,0.545732570523585,0,0.0768919894628674,0,0.944445073140391,0,5,0
"DB_0.1_5",0.64771197846568,0,0.54257078180147,0,0.0507701443697284,0,0.960866246587538,0,4,0
"DB_0.04_6",0.907469717362046,0,0.673725782610094,0,0.984815956462574,0,0.411299425119605,0,14,0
"DB_0.05_6",0.669919246298789,0,0.551690115259532,0,0.241764635917622,0,0.814589259736046,0,10,0
"DB_0.06_6",0.642328398384926,0,0.533398899093208,0,0.127208583375209,0,0.878458149060002,0,8,0
"DB_0.07_6",0.648721399730821,0,0.542135891454994,0,0.0981871421423519,0,0.919524912826792,0,6,0
"DB_0.08_6",0.652086137281292,0,0.542042344729423,0,0.0890368255060384,0,0.927264466824451,0,6,0
"DB_0.09_6",0.652422611036339,0,0.545530980727562,0,0.0773766545736637,0,0.943653341347051,0,5,0
"DB_0.1_6",0.647375504710633,0,0.542373042597056,0,0.0512668371158733,0,0.960071390308657,0,4,0
"HDB_3",0.613728129205922,0,0.400656322014557,0,0.999932764302946,0,0.0162483194727011,0,230,0
"HDB_4",0.871467025572005,0,0.546729420739649,0,0.999178275572661,0,0.174281045468229,0,41,0
"HDB_5",0.864064602960969,0,0.548482119438104,0,0.99918332228515,0,0.178692172854565,0,32,0
"HDB_6",0.883916554508748,0,0.562077425884039,0,0.99878484271158,0,0.199942076279491,0,24,0
"HDB_7",0.883580080753701,0,0.562602238869865,0,0.998602195665659,0,0.20023649457145,0,23,0
"HDB_8",0.891991924629879,0,0.567713785978682,0,0.998785450291815,0,0.2077648943382,0,22,0
"HDB_9",0.892328398384926,0,0.56812217519467,0,0.998781522141654,0,0.208488337970656,0,21,0
"HDB_10",0.891318977119785,0,0.567663501782371,0,0.998784347049503,0,0.207732068663556,0,21,0
"MM",0.961372812920592,0.00467686415986381,0.586163465315003,0.00814510196959514,0.978441082420401,0.00308090959926481,0.252485141297573,0.0175196611999663,9,0
Clustering results for file  I68_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.999242997728993,0,0.80230975982591,0,0.999576167922269,0,0.747827979566492,0,5,0
"KMeans_6",0.998561695685087,0.000677083414837151,0.508963726663993,0.0374360526954479,0.99825169267936,0.00054201954623415,0.37383033165127,0.0476255861642063,6,0
"KMeans_7",0.99886449659349,0,0.457016803386646,0.0362512890883152,0.99892982400373,0.00026673464827643,0.307349222403699,0.0463319711633548,7,0
"KMeans_8",0.99886449659349,0,0.426040018218502,0.0552341508079525,0.999100946205113,0.000360116513080449,0.267769890754258,0.0705876318012547,8,0
"KMeans_9",0.99886449659349,0,0.362275432452954,0.00586967645544156,0.999356834822044,5.47025913327235e-05,0.186323889024031,0.00747794074705174,9,0
"KMeans_10",0.99894019682059,0.0001692708537093,0.368532954822643,0.0364711283343131,0.999367960414084,9.74970327822151e-05,0.194306564803959,0.0465678592037879,10,0
"KMENOIDS_5",0.999242997728993,0,0.80283688105892,0,0.999576167922269,0,0.748500683128821,0,6,0
"KMENOIDS_6",0.999242997728993,0,0.516692602330741,0,0.999576167922269,0,0.383327998770917,0,7,0
"KMENOIDS_7",0.99886449659349,0,0.425307723859559,0,0.998838435211969,0,0.266907849854321,0,8,0
"KMENOIDS_8",0.99886449659349,0,0.386402794573776,0,0.999235777784842,0,0.21714827096163,0,9,0
"KMENOIDS_9",0.99886449659349,0,0.353282153750286,0,0.999307299447959,0,0.174860493572005,0,10,0
"KMENOIDS_10",0.99886449659349,0,0.334226391547028,0,0.999369549784375,0,0.150524646592861,0,11,0
"DB_0.04_3",0.991672975018925,0,0.795677605889311,0,1,0,0.73925852227524,0,6,0
"DB_0.05_3",0.993186979560939,0,0.797442702437914,0,1,0,0.741507323436093,0,6,0
"DB_0.06_3",0.993943981831946,0,0.798062979951908,0,1,0,0.742297285582131,0,6,0
"DB_0.07_3",0.993943981831946,0,0.798062979951908,0,1,0,0.742297285582131,0,6,0
"DB_0.08_3",0.995079485238456,0,0.799781928312086,0,1,0,0.744488685101425,0,6,0
"DB_0.09_3",0.995836487509463,0,0.800403352364923,0,1,0,0.745280233991972,0,6,0
"DB_0.1_3",0.995836487509463,0,0.800403352364923,0,1,0,0.745280233991972,0,6,0
"DB_0.04_4",0.991672975018925,0,0.795677605889311,0,1,0,0.73925852227524,0,6,0
"DB_0.05_4",0.993186979560939,0,0.797442702437914,0,1,0,0.741507323436093,0,6,0
"DB_0.06_4",0.993943981831946,0,0.798062979951908,0,1,0,0.742297285582131,0,6,0
"DB_0.07_4",0.993943981831946,0,0.798062979951908,0,1,0,0.742297285582131,0,6,0
"DB_0.08_4",0.995079485238456,0,0.799781928312086,0,1,0,0.744488685101425,0,6,0
"DB_0.09_4",0.995836487509463,0,0.800403352364923,0,1,0,0.745280233991972,0,6,0
"DB_0.1_4",0.995836487509463,0,0.800403352364923,0,1,0,0.745280233991972,0,6,0
"DB_0.04_5",0.991672975018925,0,0.795374633000082,0,1,0,0.738871890162828,0,7,0
"DB_0.05_5",0.993186979560939,0,0.797442702437914,0,1,0,0.741507323436093,0,6,0
"DB_0.06_5",0.993943981831946,0,0.798062979951908,0,1,0,0.742297285582131,0,6,0
"DB_0.07_5",0.993943981831946,0,0.798062979951908,0,1,0,0.742297285582131,0,6,0
"DB_0.08_5",0.995079485238456,0,0.799781928312086,0,1,0,0.744488685101425,0,6,0
"DB_0.09_5",0.995836487509463,0,0.800403352364923,0,1,0,0.745280233991972,0,6,0
"DB_0.1_5",0.995836487509463,0,0.800403352364923,0,1,0,0.745280233991972,0,6,0
"DB_0.04_6",0.991294473883422,0,0.794802796752199,0,1,0,0.738143111883316,0,7,0
"DB_0.05_6",0.993186979560939,0,0.797442702437914,0,1,0,0.741507323436093,0,6,0
"DB_0.06_6",0.993943981831946,0,0.798062979951908,0,1,0,0.742297285582131,0,6,0
"DB_0.07_6",0.993943981831946,0,0.798062979951908,0,1,0,0.742297285582131,0,6,0
"DB_0.08_6",0.995079485238456,0,0.799781928312086,0,1,0,0.744488685101425,0,6,0
"DB_0.09_6",0.995836487509463,0,0.800403352364923,0,1,0,0.745280233991972,0,6,0
"DB_0.1_6",0.995836487509463,0,0.800403352364923,0,1,0,0.745280233991972,0,6,0
"HDB_3",0.996593489780469,0,0.799445132526992,0,1,0,0.744057005631428,0,6,0
"HDB_4",0.996593489780469,0,0.799445132526992,0,1,0,0.744057005631428,0,6,0
"HDB_5",0.996214988644966,0,0.799397837799723,0,1,0,0.743997117533662,0,6,0
"HDB_6",0.996214988644966,0,0.799397837799723,0,1,0,0.743997117533662,0,6,0
"HDB_7",0.989023467070401,0,0.798044062061001,0,1,0,0.742278422672663,0,7,0
"HDB_8",0.938682816048448,0,0.708916718571436,0,1,0,0.628630879895265,0,7,0
"HDB_9",0.935276305828918,0,0.705239481867632,0,1,0,0.623945585694303,0,7,0
"HDB_10",0.996214988644966,0,0.799397837799723,0,1,0,0.743997117533662,0,6,0
"MM",0.997350492051476,0,0.440433953486639,0.0282401629239727,0.999916558059697,2.53905738588921e-05,0.285913938571447,0.0360465113836227,8.8,0.447213595499958
Clustering results for file  I69_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.99926165205353,0.000899565698644107,0.739156430653541,0.120995403412806,0.997891715717274,0.00123156171474793,0.64693058582748,0.163773247191818,5,0
"KMeans_6",0.998800184586987,0.000619123574757651,0.529048375681389,0.00376752213607767,0.997655624199381,0.000406336365200364,0.362013951383434,0.00525116827357938,6,0
"KMeans_7",0.998892478080295,0.000412749049838411,0.506298242631328,0.0180149398407018,0.998971639830715,0.000631424125822577,0.330685471961696,0.0246168803744184,7,0
"KMeans_8",0.998800184586987,0.000252756140980646,0.4620380158859,0.0259530171828706,0.999721100679412,8.8843232843948e-05,0.270381602530646,0.0352240979560973,8,0
"KMeans_9",0.998800184586987,0.000252756140980646,0.46152635371247,0.0384287560545357,0.99959462308054,0.000176562009179667,0.269732641832996,0.0521789050250008,9,0
"KMeans_10",0.998984771573604,0.000206374524919184,0.434695535866845,0.0484928385878627,0.999741531676153,0.000167391120709983,0.233285649634049,0.065834312610392,10,0
"KMENOIDS_5",0.999538532533456,0,0.763535633341727,0,0.997570981498597,0,0.680114047849003,0,6,0
"KMENOIDS_6",0.999077065066913,0,0.526882503906282,0,0.997814207650273,0,0.359019530665243,0,7,0
"KMENOIDS_7",0.998615597600369,0,0.449221747687656,0,0.997718538697281,0,0.253710803276708,0,8,0
"KMENOIDS_8",0.998615597600369,0,0.436553762664257,0,0.999712993141023,0,0.23581641139993,0,9,0
"KMENOIDS_9",0.998615597600369,0,0.400895067922642,0,0.999751909325291,0,0.187433351193046,0,10,0
"KMENOIDS_10",0.998615597600369,0,0.379288760604058,0,0.999751909325291,0,0.158125504652484,0,11,0
"DB_0.04_3",0.991232118135671,0,0.759473185672266,0,1,0,0.673753565267146,0,6,0
"DB_0.05_3",0.992616520535302,0,0.759690923322685,0,1,0,0.67404494472938,0,6,0
"DB_0.06_3",0.993077988001846,0,0.759763786606876,0,1,0,0.674142458098944,0,6,0
"DB_0.07_3",0.99353945546839,0,0.76040251212151,0,1,0,0.675007513582245,0,6,0
"DB_0.08_3",0.994000922934933,0,0.760475801506779,0,1,0,0.675105609605402,0,6,0
"DB_0.09_3",0.994462390401477,0,0.760549516993124,0,1,0,0.675204284394857,0,6,0
"DB_0.1_3",0.995385325334564,0,0.866934599023973,0,1,0,0.8195062236443,0,5,0
"DB_0.04_4",0.991232118135671,0,0.759473185672266,0,1,0,0.673753565267146,0,6,0
"DB_0.05_4",0.992616520535302,0,0.759690923322685,0,1,0,0.67404494472938,0,6,0
"DB_0.06_4",0.993077988001846,0,0.759763786606876,0,1,0,0.674142458098944,0,6,0
"DB_0.07_4",0.99353945546839,0,0.76040251212151,0,1,0,0.675007513582245,0,6,0
"DB_0.08_4",0.994000922934933,0,0.760475801506779,0,1,0,0.675105609605402,0,6,0
"DB_0.09_4",0.994462390401477,0,0.760549516993124,0,1,0,0.675204284394857,0,6,0
"DB_0.1_4",0.995385325334564,0,0.866934599023973,0,1,0,0.8195062236443,0,5,0
"DB_0.04_5",0.991232118135671,0,0.759473185672266,0,1,0,0.673753565267146,0,6,0
"DB_0.05_5",0.992616520535302,0,0.759690923322685,0,1,0,0.67404494472938,0,6,0
"DB_0.06_5",0.993077988001846,0,0.759763786606876,0,1,0,0.674142458098944,0,6,0
"DB_0.07_5",0.99353945546839,0,0.76040251212151,0,1,0,0.675007513582245,0,6,0
"DB_0.08_5",0.994000922934933,0,0.760475801506779,0,1,0,0.675105609605402,0,6,0
"DB_0.09_5",0.994462390401477,0,0.760549516993124,0,1,0,0.675204284394857,0,6,0
"DB_0.1_5",0.995385325334564,0,0.866934599023973,0,1,0,0.8195062236443,0,5,0
"DB_0.04_6",0.990770650669128,0,0.759401174590229,0,1,0,0.673657210956618,0,6,0
"DB_0.05_6",0.992616520535302,0,0.759690923322685,0,1,0,0.67404494472938,0,6,0
"DB_0.06_6",0.993077988001846,0,0.759763786606876,0,1,0,0.674142458098944,0,6,0
"DB_0.07_6",0.99353945546839,0,0.76040251212151,0,1,0,0.675007513582245,0,6,0
"DB_0.08_6",0.994000922934933,0,0.760475801506779,0,1,0,0.675105609605402,0,6,0
"DB_0.09_6",0.994462390401477,0,0.760549516993124,0,1,0,0.675204284394857,0,6,0
"DB_0.1_6",0.995385325334564,0,0.866934599023973,0,1,0,0.8195062236443,0,5,0
"HDB_3",0.987078910936779,0,0.758779067017604,0,1,0,0.672821151222083,0,8,0
"HDB_4",0.984310106137517,0,0.747388533023473,0,1,0,0.657390070135046,0,9,0
"HDB_5",0.96677434240886,0,0.712979592741112,0,1,0,0.610948588498328,0,12,0
"HDB_6",0.971389017074296,0,0.711377452691063,0,1,0,0.608677466560135,0,9,0
"HDB_7",0.977388094139363,0,0.712942095846324,0,1,0,0.610670197316067,0,8,0
"HDB_8",0.97692662667282,0,0.712925051803239,0,1,0,0.610648205939056,0,8,0
"HDB_9",0.972311952007384,0,0.709848602026281,0,1,0,0.606487073125346,0,8,0
"HDB_10",0.968158744808491,0,0.704437544447669,0,1,0,0.59915884172575,0,8,0
"MM",0.995385325334564,0,0.539407574628408,0.01000841917263,0.999772988925103,0,0.37531094106815,0.0135759067433406,8,0
Clustering results for file  I70_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.984254807692308,0.0338635294669439,0.718046336555807,0.111360263034243,0.990722379603399,0.0199535811023352,0.623645251179227,0.143005470616846,5,0
"KMeans_6",0.984375,0.0335947712965714,0.578710711642537,0.0961773122217519,0.908640226628895,0.203494854892863,0.46448834005324,0.199851737759762,6,0
"KMeans_7",0.999519230769231,0.000268758170372582,0.515725895046024,0.0275690656451134,0.99971671388102,0.000158361754780447,0.348167138876349,0.0370807304126178,7,0
"KMeans_8",0.999399038461538,0,0.465329975947084,0.0406267317551229,0.999698727460767,0.000118142896423526,0.280330261375843,0.0546821567180497,8,0
"KMeans_9",0.999399038461538,0,0.429937063462695,0.0137725582310803,0.999627905931022,0.0002199791979909,0.232708758192319,0.0185647612882252,9,0
"KMeans_10",0.999399038461538,0,0.423075043942828,0.0315059170714038,0.99957507082153,0.000158361754780447,0.223489383065834,0.0423894248400813,10,0
"KMENOIDS_5",0.999399038461538,0,0.767848160183172,0,0.999645892351275,0,0.68759924186995,0,6,0
"KMENOIDS_6",0.999399038461538,0,0.525369033026505,0,0.999645892351275,0,0.361173272413095,0,7,0
"KMENOIDS_7",0.999399038461538,0,0.456007302604191,0,0.999645892351275,0,0.267798348303937,0,8,0
"KMENOIDS_8",0.999399038461538,0,0.413930599241408,0,0.999645892351275,0,0.211154591590516,0,9,0
"KMENOIDS_9",0.999399038461538,0,0.388828981451501,0,0.999645892351275,0,0.177362734872426,0,10,0
"KMENOIDS_10",0.999399038461538,0,0.380361314121837,0,0.999645892351275,0,0.165963541261267,0,11,0
"DB_0.04_3",0.992788461538462,0,0.766417850039317,0,1,0,0.685561869847747,0,8,0
"DB_0.05_3",0.995192307692308,0,0.76730610227115,0,1,0,0.686750586687734,0,6,0
"DB_0.06_3",0.996995192307692,0,0.76758219043434,0,1,0,0.687118599872348,0,6,0
"DB_0.07_3",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.08_3",0.998798076923077,0,0.870131597206161,0,1,0,0.825170851689836,0,6,0
"DB_0.09_3",0.998798076923077,0,0.870131597206161,0,1,0,0.825170851689836,0,6,0
"DB_0.1_3",0.999399038461538,0,0.870133765437809,0,1,0,0.825173770568364,0,6,0
"DB_0.04_4",0.989182692307692,0,0.7663809901013,0,1,0,0.685526018803898,0,6,0
"DB_0.05_4",0.995192307692308,0,0.76730610227115,0,1,0,0.686750586687734,0,6,0
"DB_0.06_4",0.996995192307692,0,0.76758219043434,0,1,0,0.687118599872348,0,6,0
"DB_0.07_4",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.08_4",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.09_4",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.1_4",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.04_5",0.987379807692308,0,0.7660969517554,0,1,0,0.685152864767264,0,6,0
"DB_0.05_5",0.9921875,0,0.766845714417873,0,1,0,0.686139369079772,0,6,0
"DB_0.06_5",0.996394230769231,0,0.76748823372959,0,1,0,0.686993637848719,0,6,0
"DB_0.07_5",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.08_5",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.09_5",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.1_5",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.04_6",0.985576923076923,0,0.765819418104445,0,1,0,0.684788487954456,0,6,0
"DB_0.05_6",0.9921875,0,0.766845714417873,0,1,0,0.686139369079772,0,6,0
"DB_0.06_6",0.996394230769231,0,0.76748823372959,0,1,0,0.686993637848719,0,6,0
"DB_0.07_6",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.08_6",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.09_6",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"DB_0.1_6",0.996995192307692,0,0.870129428974513,0,1,0,0.825167932811308,0,5,0
"HDB_3",0.606370192307692,0,0.263161888847773,0,1,0,0.0166527451710415,0,120,0
"HDB_4",0.987980769230769,0,0.750779117905546,0,0.999645802762738,0,0.664650222496357,0,9,0
"HDB_5",0.963341346153846,0,0.742212434663953,0,1,0,0.653275461500326,0,10,0
"HDB_6",0.958533653846154,0,0.740954860308062,0,1,0,0.651661904484226,0,10,0
"HDB_7",0.971754807692308,0,0.747425586289838,0,0.99964538108868,0,0.660275890907853,0,9,0
"HDB_8",0.971754807692308,0,0.748214099865859,0,0.999645374102177,0,0.661339165545088,0,9,0
"HDB_9",0.994591346153846,0,0.756667312317869,0,0.999645892351275,0,0.672547558260815,0,7,0
"HDB_10",0.996394230769231,0,0.767418127572968,0,0.999645892351275,0,0.687020330961907,0,6,0
"MM",0.999399038461538,0,0.676723165965123,0,0.999645892351275,0,0.564926561016237,0,6,0
Clustering results for file  I71_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.971087216248507,0.00480874833870922,0.470689230386895,0.0151049196449681,0.936091209979751,0.0261774147603943,0.425884891320346,0.0190737481700368,5,0
"KMeans_6",0.980286738351254,0.00699205490485043,0.448175642236919,0.0244556361170017,0.956206848880612,0.0126692040241487,0.399267379193506,0.0259339471726812,6,0
"KMeans_7",0.984109916367981,0.00116449155851957,0.449789152475075,0.00628871908994555,0.96514731355057,0.00336182427544742,0.400175522103885,0.00686653111765113,7,0
"KMeans_8",0.983990442054958,0.00136221675639083,0.425635774022871,0.0189557479023068,0.970238027470338,0.00150124730307464,0.373206809192911,0.0209101636759831,8,0
"KMeans_9",0.984468339307049,0,0.394893954942545,0.0479527094082827,0.972152331075312,0.00335676592187025,0.339321178832128,0.0528922825747528,9,0
"KMeans_10",0.985065710872162,0,0.40438948483219,0,0.976400556237751,0,0.349321867768129,0,10,0
"KMENOIDS_5",0.985065710872162,0,0.476144057599045,0,0.956818385121453,0,0.429869446627815,0,6,0
"KMENOIDS_6",0.985065710872162,0,0.450658108506671,0,0.959867934194797,0,0.401636379578684,0,7,0
"KMENOIDS_7",0.985065710872162,0,0.319364193841181,0,0.966357374622872,0,0.25707803452822,0,8,0
"KMENOIDS_8",0.984468339307049,0,0.313038411027343,0,0.975091283168929,0,0.249302452299011,0,9,0
"KMENOIDS_9",0.985065710872162,0,0.29988695287656,0,0.980360903967667,0,0.234377593296026,0,10,0
"KMENOIDS_10",0.985065710872162,0,0.297368208692274,0,0.981653912774764,0,0.231491890910116,0,11,0
"DB_0.04_3",0.891278375149343,0,0.734398532886858,0,0.999815751566112,0,0.709656592216236,0,20,0
"DB_0.05_3",0.919354838709677,0,0.737227210435471,0,0.999039488610488,0,0.712515982406067,0,16,0
"DB_0.06_3",0.942652329749104,0,0.739858787503544,0,0.997247125917282,0,0.715361994666083,0,14,0
"DB_0.07_3",0.956391875746714,0,0.746204566018306,0,0.990272102716114,0,0.72288523194735,0,8,0
"DB_0.08_3",0.963560334528076,0,0.747724239288553,0,0.987214992361673,0,0.724783471529675,0,9,0
"DB_0.09_3",0.967741935483871,0,0.750844996897096,0,0.985979401635464,0,0.728296316934152,0,6,0
"DB_0.1_3",0.972520908004779,0,0.931306197738915,0,0.873682494395761,0,0.936839106279929,0,5,0
"DB_0.04_4",0.869772998805257,0,0.732375396432624,0,0.999966102556715,0,0.707750460501381,0,12,0
"DB_0.05_4",0.908004778972521,0,0.736645906844314,0,0.999185972140312,0,0.711951290401215,0,15,0
"DB_0.06_4",0.930704898446834,0,0.739263915401046,0,0.997401847575058,0,0.714795463234357,0,9,0
"DB_0.07_4",0.949820788530466,0,0.745178358081584,0,0.990715603854829,0,0.721760264585693,0,7,0
"DB_0.08_4",0.958781362007168,0,0.747680677225825,0,0.990048692663366,0,0.724508765313675,0,7,0
"DB_0.09_4",0.965352449223417,0,0.750502927584855,0,0.989265407489707,0,0.727632125694405,0,6,0
"DB_0.1_4",0.972520908004779,0,0.931278346584056,0,0.8989994536544,0,0.934376536001528,0,6,0
"DB_0.04_5",0.853643966547192,0,0.731682688222032,0,1,0,0.707200958839418,0,6,0
"DB_0.05_5",0.89426523297491,0,0.73478702079053,0,0.99972418865496,0,0.710034872807175,0,13,0
"DB_0.06_5",0.920549581839904,0,0.737694967010664,0,0.998552726250238,0,0.713040807138435,0,11,0
"DB_0.07_5",0.940860215053763,0,0.743745094804617,0,0.991385475319551,0,0.720183694314142,0,6,0
"DB_0.08_5",0.951612903225806,0,0.746724454242338,0,0.99043277941285,0,0.723469517070034,0,6,0
"DB_0.09_5",0.963560334528076,0,0.750091587451555,0,0.989432562092892,0,0.727175838690897,0,6,0
"DB_0.1_5",0.970728793309439,0,0.930146447085305,0,0.8990251662112,0,0.933132245350297,0,5,0
"DB_0.04_6",0.850059737156511,0,0.731402034276916,0,1,0,0.706976447051051,0,5,0
"DB_0.05_6",0.874551971326165,0,0.73372939103807,0,0.999966207368483,0,0.709146038947464,0,9,0
"DB_0.06_6",0.90621266427718,0,0.73688514112323,0,0.998853144296055,0,0.712257768138678,0,11,0
"DB_0.07_6",0.93010752688172,0,0.74187121197514,0,0.993451006268558,0,0.718024394458122,0,6,0
"DB_0.08_6",0.943847072879331,0,0.745174073288529,0,0.991161854696291,0,0.721750944033738,0,6,0
"DB_0.09_6",0.962962962962963,0,0.749356031310411,0,0.989774399215302,0,0.726340631678118,0,7,0
"DB_0.1_6",0.967741935483871,0,0.754309252082231,0,0.978262111750541,0,0.732838418652117,0,6,0
"HDB_3",0.550179211469534,0,0.0824522727613563,0,0.99906328946248,0,0.00762236098537631,0,135,0
"HDB_4",0.883512544802867,0,0.537552283401926,0,0.989906435589657,0,0.495392367036766,0,23,0
"HDB_5",0.689964157706093,0,0.239181433134733,0,0.988874830941058,0,0.172354895714072,0,26,0
"HDB_6",0.69115890083632,0,0.265793568668451,0,0.989183436701297,0,0.201290852494668,0,18,0
"HDB_7",0.666666666666667,0,0.259241405954863,0,0.989608748310544,0,0.194547556319814,0,16,0
"HDB_8",0.674432497013142,0,0.265195840037249,0,0.99011939069576,0,0.200848587010103,0,14,0
"HDB_9",0.668458781362007,0,0.263312673489485,0,0.990534506504785,0,0.198866056963029,0,13,0
"HDB_10",0.642174432497013,0,0.257731016402902,0,0.991090114353835,0,0.193204491490658,0,13,0
"MM",0.984468339307049,0,0.360922401683638,0,0.953484211467931,0,0.303876361040043,0,9,0
Clustering results for file  I72_ann.txt
-,"purity_mean","purity_sd","accuracy_mean","accuracy_sd","specificity_mean","specificity_sd","sensitivities_mean","sensitivities_sd","clusters_mean","clusters_sd"
"KMeans_5",0.953683281870313,0.00703016208668253,0.646021060450977,0.0283031427678052,0.937443234364432,0.00296650117673954,0.406335788113603,0.0502245293000919,5,0
"KMeans_6",0.958976621085134,0.0133358768926607,0.639046903050055,0.0507277183661316,0.948277361381424,0.00971276459367446,0.384714895211227,0.0874025410500907,6,0
"KMeans_7",0.959064843405382,0.0053518309265472,0.596367233778637,0.00917792637922056,0.955837715847447,0.00640719839740599,0.300714438265907,0.0178719434886941,7,0
"KMeans_8",0.960211733568593,0.00628796812746557,0.587729700203737,0.00484208718478113,0.958745531215923,0.00656110466412643,0.282581230190462,0.0035121437421329,8,0
"KMeans_9",0.960829289810322,0.0119483445970069,0.578454754525093,0.0186517004281456,0.972821855977473,0.00323882986222315,0.254100623049202,0.0338625277389244,9,0
"KMeans_10",0.959682399647111,0.0036187285932058,0.558174911456482,0.0070547060595302,0.97783396828026,0.00381934543885327,0.213018968197599,0.0148615057205463,10,0
"KMENOIDS_5",0.948831054256727,0,0.630481239909037,0,0.932137459108038,0,0.382378797737127,0,6,0
"KMENOIDS_6",0.948389942655492,0,0.595860792498066,0,0.942707254958797,0,0.310590843071212,0,7,0
"KMENOIDS_7",0.947507719453022,0,0.571646763436092,0,0.965413509186026,0,0.247786405025263,0,8,0
"KMENOIDS_8",0.947507719453022,0,0.566965841298714,0,0.965644712686516,0,0.239065419101875,0,9,0
